I,V,R,P,mAh,wh,time,
0.0996,3.0254,30.3890,0.3012,2672.1982,9.8926,  26:48:29,
0.0996,3.0252,30.3629,0.3014,2672.3228,9.8930,  26:48:33,
0.0996,3.0251,30.3741,0.3013,2672.4475,9.8934,  26:48:38,
0.0996,3.0249,30.3727,0.3013,2672.5720,9.8937,  26:48:42,
0.0996,3.0248,30.3814,0.3012,2672.6965,9.8941,  26:48:47,
0.0996,3.0247,30.3600,0.3013,2672.8210,9.8945,  26:48:51,
0.0996,3.0245,30.3635,0.3013,2672.9456,9.8949,  26:48:56,
0.0996,3.0244,30.3600,0.3013,2673.0708,9.8952,  26:49: 0,
0.0995,3.0243,30.4073,0.3008,2673.1960,9.8956,  26:49: 5,
0.0996,3.0241,30.3740,0.3011,2673.3206,9.8960,  26:49: 9,
0.0995,3.0240,30.3851,0.3010,2673.4451,9.8964,  26:49:14,
0.0996,3.0239,30.3568,0.3012,2673.5696,9.8967,  26:49:18,
0.0996,3.0237,30.3650,0.3011,2673.6943,9.8971,  26:49:23,
0.0997,3.0235,30.3291,0.3014,2673.8196,9.8975,  26:49:27,
0.0996,3.0234,30.3670,0.3010,2673.9446,9.8979,  26:49:32,
0.0996,3.0233,30.3684,0.3010,2674.0693,9.8982,  26:49:36,
0.0996,3.0232,30.3523,0.3011,2674.1938,9.8986,  26:49:41,
0.0996,3.0230,30.3604,0.3010,2674.3184,9.8990,  26:49:45,
0.0997,3.0229,30.3056,0.3015,2674.4431,9.8994,  26:49:50,
0.0996,3.0227,30.3528,0.3010,2674.5676,9.8997,  26:49:54,
0.0995,3.0226,30.3708,0.3008,2674.6924,9.9001,  26:49:59,
0.0996,3.0224,30.3427,0.3011,2674.8174,9.9005,  26:50: 3,
0.0995,3.0223,30.3776,0.3007,2674.9421,9.9009,  26:50: 8,
0.0995,3.0222,30.3667,0.3008,2675.0667,9.9012,  26:50:12,
0.0996,3.0220,30.3533,0.3009,2675.1912,9.9016,  26:50:17,
0.0996,3.0219,30.3516,0.3009,2675.3157,9.9020,  26:50:21,
0.0995,3.0217,30.3601,0.3008,2675.4402,9.9024,  26:50:26,
0.0996,3.0216,30.3438,0.3009,2675.5659,9.9027,  26:50:30,
0.0995,3.0214,30.3644,0.3007,2675.6912,9.9031,  26:50:35,
0.0996,3.0213,30.3265,0.3010,2675.8157,9.9035,  26:50:39,
0.0997,3.0212,30.3080,0.3012,2675.9407,9.9039,  26:50:44,
0.0997,3.0210,30.3017,0.3012,2676.0652,9.9042,  26:50:48,
0.0996,3.0209,30.3369,0.3008,2676.1902,9.9046,  26:50:53,
0.0996,3.0208,30.3333,0.3008,2676.3152,9.9050,  26:50:58,
0.0996,3.0206,30.3340,0.3008,2676.4397,9.9054,  26:51: 2,
0.0996,3.0205,30.3256,0.3008,2676.5642,9.9057,  26:51: 7,
0.0996,3.0203,30.3240,0.3008,2676.6887,9.9061,  26:51:11,
0.0997,3.0202,30.3056,0.3010,2676.8142,9.9065,  26:51:16,
0.0995,3.0201,30.3456,0.3006,2676.9387,9.9069,  26:51:20,
0.0996,3.0199,30.3221,0.3008,2677.0632,9.9072,  26:51:25,
0.0996,3.0198,30.3331,0.3006,2677.1877,9.9076,  26:51:29,
0.0996,3.0196,30.3121,0.3008,2677.3125,9.9080,  26:51:34,
0.0995,3.0195,30.3326,0.3006,2677.4373,9.9084,  26:51:38,
0.0995,3.0194,30.3337,0.3005,2677.5627,9.9087,  26:51:43,
0.0995,3.0192,30.3296,0.3005,2677.6880,9.9091,  26:51:47,
0.0995,3.0191,30.3407,0.3004,2677.8132,9.9095,  26:51:52,
0.0995,3.0189,30.3267,0.3005,2677.9377,9.9099,  26:51:56,
0.0995,3.0188,30.3257,0.3005,2678.0623,9.9102,  26:52: 1,
0.0995,3.0187,30.3291,0.3004,2678.1873,9.9106,  26:52: 5,
0.0996,3.0185,30.3055,0.3006,2678.3118,9.9110,  26:52:10,
0.0995,3.0183,30.3357,0.3003,2678.4365,9.9114,  26:52:14,
0.0995,3.0182,30.3197,0.3005,2678.5610,9.9117,  26:52:19,
0.0996,3.0181,30.3088,0.3005,2678.6855,9.9121,  26:52:23,
0.0995,3.0179,30.3219,0.3004,2678.8101,9.9125,  26:52:28,
0.0997,3.0178,30.2694,0.3009,2678.9346,9.9129,  26:52:32,
0.0997,3.0177,30.2704,0.3008,2679.0593,9.9132,  26:52:37,
0.0996,3.0175,30.2980,0.3005,2679.1843,9.9136,  26:52:41,
0.0996,3.0174,30.2895,0.3006,2679.3088,9.9140,  26:52:46,
0.0996,3.0173,30.2857,0.3006,2679.4338,9.9143,  26:52:50,
0.0997,3.0171,30.2623,0.3008,2679.5586,9.9147,  26:52:55,
0.0996,3.0170,30.2949,0.3004,2679.6833,9.9151,  26:52:59,
0.0995,3.0168,30.3198,0.3002,2679.8081,9.9155,  26:53: 4,
0.0996,3.0167,30.2750,0.3006,2679.9329,9.9158,  26:53: 8,
0.0996,3.0165,30.2906,0.3004,2680.0574,9.9162,  26:53:13,
0.0995,3.0164,30.3016,0.3003,2680.1819,9.9166,  26:53:17,
0.0997,3.0162,30.2631,0.3006,2680.3064,9.9170,  26:53:22,
0.0996,3.0161,30.2838,0.3004,2680.4309,9.9173,  26:53:26,
0.0996,3.0159,30.2872,0.3003,2680.5554,9.9177,  26:53:31,
0.0996,3.0158,30.2834,0.3003,2680.6802,9.9181,  26:53:35,
0.0996,3.0157,30.2918,0.3002,2680.8052,9.9185,  26:53:40,
0.0997,3.0155,30.2610,0.3005,2680.9299,9.9188,  26:53:44,
0.0996,3.0154,30.2889,0.3002,2681.0544,9.9192,  26:53:49,
0.0996,3.0153,30.2755,0.3003,2681.1790,9.9196,  26:53:53,
0.0996,3.0151,30.2834,0.3002,2681.3047,9.9200,  26:53:58,
0.0996,3.0150,30.2822,0.3002,2681.4292,9.9203,  26:54: 2,
0.0995,3.0149,30.2885,0.3001,2681.5537,9.9207,  26:54: 7,
0.0995,3.0147,30.2844,0.3001,2681.6787,9.9211,  26:54:12,
0.0996,3.0145,30.2581,0.3003,2681.8032,9.9215,  26:54:16,
0.0996,3.0144,30.2667,0.3002,2681.9277,9.9218,  26:54:21,
0.0996,3.0143,30.2751,0.3001,2682.0525,9.9222,  26:54:25,
0.0996,3.0141,30.2588,0.3002,2682.1772,9.9226,  26:54:30,
0.0996,3.0140,30.2721,0.3001,2682.3020,9.9230,  26:54:34,
0.0996,3.0138,30.2463,0.3003,2682.4265,9.9233,  26:54:39,
0.0996,3.0137,30.2448,0.3003,2682.5510,9.9237,  26:54:43,
0.0995,3.0135,30.2873,0.2998,2682.6763,9.9241,  26:54:48,
0.0996,3.0134,30.2616,0.3001,2682.8010,9.9245,  26:54:52,
0.0996,3.0132,30.2525,0.3001,2682.9255,9.9248,  26:54:57,
0.0996,3.0131,30.2608,0.3000,2683.0500,9.9252,  26:55: 1,
0.0995,3.0130,30.2768,0.2998,2683.1753,9.9256,  26:55: 6,
0.0996,3.0128,30.2555,0.3000,2683.2998,9.9260,  26:55:10,
0.0996,3.0127,30.2517,0.3000,2683.4243,9.9263,  26:55:15,
0.0996,3.0125,30.2405,0.3001,2683.5488,9.9267,  26:55:19,
0.0996,3.0124,30.2463,0.3000,2683.6733,9.9271,  26:55:24,
0.0996,3.0122,30.2500,0.3000,2683.7981,9.9274,  26:55:28,
0.0995,3.0121,30.2728,0.2997,2683.9226,9.9278,  26:55:33,
0.0995,3.0119,30.2759,0.2996,2684.0471,9.9282,  26:55:37,
0.0996,3.0118,30.2478,0.2999,2684.1716,9.9286,  26:55:42,
0.0995,3.0116,30.2682,0.2997,2684.2961,9.9289,  26:55:46,
0.0996,3.0115,30.2351,0.3000,2684.4209,9.9293,  26:55:51,
0.0996,3.0113,30.2409,0.2999,2684.5457,9.9297,  26:55:55,
0.0997,3.0112,30.2126,0.3001,2684.6702,9.9301,  26:56: 0,
0.0996,3.0110,30.2449,0.2998,2684.7947,9.9304,  26:56: 4,
0.0997,3.0109,30.2121,0.3001,2684.9194,9.9308,  26:56: 9,
0.0997,3.0108,30.2010,0.3001,2685.0447,9.9312,  26:56:13,
0.0995,3.0106,30.2581,0.2996,2685.1694,9.9316,  26:56:18,
0.0995,3.0105,30.2450,0.2997,2685.2939,9.9319,  26:56:22,
0.0995,3.0103,30.2428,0.2996,2685.4189,9.9323,  26:56:27,
0.0995,3.0102,30.2441,0.2996,2685.5437,9.9327,  26:56:31,
0.0995,3.0101,30.2451,0.2996,2685.6687,9.9331,  26:56:36,
0.0995,3.0099,30.2362,0.2996,2685.7932,9.9334,  26:56:40,
0.0995,3.0098,30.2373,0.2996,2685.9180,9.9338,  26:56:45,
0.0995,3.0096,30.2479,0.2995,2686.0425,9.9342,  26:56:49,
0.0995,3.0095,30.2368,0.2995,2686.1675,9.9346,  26:56:54,
0.0995,3.0093,30.2306,0.2996,2686.2925,9.9349,  26:56:58,
0.0996,3.0092,30.2240,0.2996,2686.4172,9.9353,  26:57: 3,
0.0996,3.0090,30.2006,0.2998,2686.5417,9.9357,  26:57: 7,
0.0996,3.0089,30.2113,0.2997,2686.6667,9.9361,  26:57:12,
0.0996,3.0087,30.2171,0.2996,2686.7913,9.9364,  26:57:16,
0.0996,3.0086,30.1965,0.2998,2686.9165,9.9368,  26:57:21,
0.0996,3.0085,30.2146,0.2996,2687.0422,9.9372,  26:57:25,
0.0995,3.0083,30.2201,0.2995,2687.1667,9.9376,  26:57:30,
0.0996,3.0081,30.2064,0.2996,2687.2915,9.9379,  26:57:34,
0.0996,3.0080,30.2001,0.2996,2687.4163,9.9383,  26:57:39,
0.0996,3.0078,30.2083,0.2995,2687.5415,9.9387,  26:57:43,
0.0995,3.0077,30.2142,0.2994,2687.6660,9.9391,  26:57:48,
0.0996,3.0075,30.1880,0.2996,2687.7908,9.9394,  26:57:52,
0.0997,3.0074,30.1722,0.2998,2687.9153,9.9398,  26:57:57,
0.0995,3.0073,30.2098,0.2994,2688.0403,9.9402,  26:58: 1,
0.0996,3.0071,30.1791,0.2996,2688.1648,9.9406,  26:58: 6,
0.0995,3.0070,30.2191,0.2992,2688.2896,9.9409,  26:58:11,
0.0996,3.0068,30.2030,0.2993,2688.4141,9.9413,  26:58:15,
0.0995,3.0067,30.2041,0.2993,2688.5386,9.9417,  26:58:20,
0.0995,3.0065,30.2291,0.2990,2688.6631,9.9420,  26:58:24,
0.0995,3.0064,30.2034,0.2993,2688.7883,9.9424,  26:58:29,
0.0996,3.0063,30.1948,0.2993,2688.9128,9.9428,  26:58:33,
0.0996,3.0061,30.1883,0.2993,2689.0374,9.9432,  26:58:38,
0.0997,3.0060,30.1530,0.2997,2689.1621,9.9435,  26:58:42,
0.0996,3.0058,30.1879,0.2993,2689.2869,9.9439,  26:58:47,
0.0996,3.0057,30.1863,0.2993,2689.4114,9.9443,  26:58:51,
0.0996,3.0055,30.1822,0.2993,2689.5364,9.9447,  26:58:56,
0.0997,3.0054,30.1566,0.2995,2689.6609,9.9450,  26:59: 0,
0.0996,3.0052,30.1768,0.2993,2689.7859,9.9454,  26:59: 5,
0.0995,3.0050,30.1923,0.2991,2689.9104,9.9458,  26:59: 9,
0.0996,3.0049,30.1714,0.2993,2690.0349,9.9462,  26:59:14,
0.0997,3.0047,30.1481,0.2995,2690.1594,9.9465,  26:59:18,
0.0996,3.0046,30.1735,0.2992,2690.2844,9.9469,  26:59:23,
0.0996,3.0044,30.1741,0.2992,2690.4097,9.9473,  26:59:27,
0.0996,3.0043,30.1511,0.2994,2690.5342,9.9477,  26:59:32,
0.0997,3.0042,30.1373,0.2995,2690.6594,9.9480,  26:59:36,
0.0996,3.0040,30.1529,0.2993,2690.7852,9.9484,  26:59:41,
0.0996,3.0039,30.1611,0.2992,2690.9099,9.9488,  26:59:45,
0.0996,3.0038,30.1550,0.2992,2691.0344,9.9492,  26:59:50,
0.0996,3.0036,30.1487,0.2992,2691.1589,9.9495,  26:59:54,
0.0995,3.0034,30.1760,0.2989,2691.2837,9.9499,  26:59:59,
0.0996,3.0033,30.1550,0.2991,2691.4089,9.9503,  27: 0: 3,
0.0996,3.0031,30.1509,0.2991,2691.5334,9.9507,  27: 0: 8,
0.0997,3.0030,30.1110,0.2995,2691.6582,9.9510,  27: 0:12,
0.0997,3.0028,30.1313,0.2993,2691.7830,9.9514,  27: 0:17,
0.0997,3.0027,30.1322,0.2992,2691.9077,9.9518,  27: 0:21,
0.0996,3.0026,30.1406,0.2991,2692.0322,9.9522,  27: 0:26,
0.0997,3.0024,30.1242,0.2992,2692.1567,9.9525,  27: 0:30,
0.0996,3.0022,30.1394,0.2990,2692.2817,9.9529,  27: 0:35,
0.0997,3.0021,30.1167,0.2993,2692.4065,9.9533,  27: 0:39,
0.0996,3.0019,30.1367,0.2990,2692.5317,9.9537,  27: 0:44,
0.0996,3.0018,30.1352,0.2990,2692.6565,9.9540,  27: 0:48,
0.0996,3.0016,30.1288,0.2990,2692.7810,9.9544,  27: 0:53,
0.0995,3.0015,30.1662,0.2986,2692.9058,9.9548,  27: 0:57,
0.0996,3.0014,30.1238,0.2990,2693.0303,9.9552,  27: 1: 2,
0.0996,3.0012,30.1438,0.2988,2693.1548,9.9555,  27: 1: 6,
0.0997,3.0010,30.1060,0.2992,2693.2793,9.9559,  27: 1:11,
0.0996,3.0009,30.1216,0.2990,2693.4038,9.9563,  27: 1:15,
0.0996,3.0007,30.1248,0.2989,2693.5283,9.9566,  27: 1:20,
0.0996,3.0006,30.1282,0.2988,2693.6538,9.9570,  27: 1:24,
0.0998,3.0004,30.0781,0.2993,2693.7786,9.9574,  27: 1:29,
0.0997,3.0003,30.0936,0.2991,2693.9036,9.9578,  27: 1:33,
0.0997,3.0001,30.1018,0.2990,2694.0288,9.9581,  27: 1:38,
0.0997,3.0000,30.0785,0.2992,2694.1543,9.9585,  27: 1:42,
0.0997,2.9998,30.0962,0.2990,2694.2798,9.9589,  27: 1:47,
0.0996,2.9997,30.1214,0.2987,2694.4048,9.9593,  27: 1:52,
0.0995,2.9995,30.1345,0.2986,2694.5293,9.9596,  27: 1:56,
0.0996,2.9994,30.1231,0.2986,2694.6538,9.9600,  27: 2: 1,
0.0996,2.9992,30.1119,0.2987,2694.7786,9.9604,  27: 2: 5,
0.0996,2.9991,30.1128,0.2987,2694.9031,9.9608,  27: 2:10,
0.0996,2.9989,30.1065,0.2987,2695.0276,9.9611,  27: 2:14,
0.0996,2.9988,30.1002,0.2988,2695.1521,9.9615,  27: 2:19,
0.0996,2.9986,30.0961,0.2988,2695.2769,9.9619,  27: 2:23,
0.0996,2.9985,30.1019,0.2987,2695.4014,9.9623,  27: 2:28,
0.0995,2.9983,30.1196,0.2985,2695.5261,9.9626,  27: 2:32,
0.0996,2.9982,30.1062,0.2986,2695.6506,9.9630,  27: 2:37,
0.0996,2.9980,30.1097,0.2985,2695.7759,9.9634,  27: 2:41,
0.0996,2.9978,30.0934,0.2986,2695.9004,9.9638,  27: 2:46,
0.0995,2.9977,30.1404,0.2981,2696.0249,9.9641,  27: 2:50,
0.0995,2.9976,30.1293,0.2982,2696.1501,9.9645,  27: 2:55,
0.0995,2.9974,30.1134,0.2984,2696.2754,9.9649,  27: 2:59,
0.0996,2.9972,30.0798,0.2987,2696.4001,9.9653,  27: 3: 4,
0.0995,2.9971,30.1102,0.2983,2696.5247,9.9656,  27: 3: 8,
0.0996,2.9969,30.0890,0.2985,2696.6492,9.9660,  27: 3:13,
0.0996,2.9968,30.0973,0.2984,2696.7739,9.9664,  27: 3:17,
0.0996,2.9967,30.0913,0.2984,2696.8984,9.9668,  27: 3:22,
0.0996,2.9965,30.0822,0.2985,2697.0232,9.9671,  27: 3:26,
0.0994,2.9963,30.1339,0.2979,2697.1484,9.9675,  27: 3:31,
0.0996,2.9962,30.0962,0.2983,2697.2729,9.9679,  27: 3:35,
0.0995,2.9960,30.1017,0.2982,2697.3975,9.9683,  27: 3:40,
0.0995,2.9958,30.0975,0.2982,2697.5222,9.9686,  27: 3:44,
0.0995,2.9957,30.1110,0.2980,2697.6467,9.9690,  27: 3:49,
0.0997,2.9955,30.0532,0.2986,2697.7712,9.9694,  27: 3:53,
0.0996,2.9954,30.0762,0.2983,2697.8965,9.9697,  27: 3:58,
0.0997,2.9953,30.0434,0.2986,2698.0217,9.9701,  27: 4: 2,
0.0995,2.9951,30.0971,0.2981,2698.1470,9.9705,  27: 4: 7,
0.0997,2.9950,30.0474,0.2985,2698.2715,9.9709,  27: 4:11,
0.0996,2.9948,30.0557,0.2984,2698.3965,9.9712,  27: 4:16,
0.0997,2.9947,30.0444,0.2985,2698.5210,9.9716,  27: 4:20,
0.0996,2.9945,30.0573,0.2983,2698.6455,9.9720,  27: 4:25,
0.0996,2.9944,30.0584,0.2983,2698.7708,9.9724,  27: 4:29,
0.0996,2.9942,30.0661,0.2982,2698.8953,9.9727,  27: 4:34,
0.0996,2.9940,30.0622,0.2982,2699.0205,9.9731,  27: 4:38,
0.0996,2.9939,30.0536,0.2982,2699.1465,9.9735,  27: 4:43,
0.0997,2.9937,30.0400,0.2984,2699.2715,9.9739,  27: 4:47,
0.0997,2.9936,30.0407,0.2983,2699.3960,9.9742,  27: 4:52,
0.0996,2.9934,30.0512,0.2982,2699.5208,9.9746,  27: 4:56,
0.0995,2.9933,30.0764,0.2979,2699.6458,9.9750,  27: 5: 1,
0.0996,2.9931,30.0605,0.2980,2699.7705,9.9754,  27: 5: 5,
0.0996,2.9929,30.0634,0.2980,2699.8950,9.9757,  27: 5:10,
0.0996,2.9928,30.0521,0.2980,2700.0203,9.9761,  27: 5:15,
0.0996,2.9926,30.0433,0.2981,2700.1448,9.9765,  27: 5:19,
0.0996,2.9925,30.0514,0.2980,2700.2693,9.9769,  27: 5:24,
0.0995,2.9923,30.0888,0.2976,2700.3938,9.9772,  27: 5:28,
0.0996,2.9922,30.0484,0.2980,2700.5183,9.9776,  27: 5:33,
0.0996,2.9920,30.0397,0.2980,2700.6428,9.9780,  27: 5:37,
0.0996,2.9919,30.0454,0.2979,2700.7678,9.9784,  27: 5:42,
0.0996,2.9917,30.0511,0.2978,2700.8923,9.9787,  27: 5:46,
0.0996,2.9916,30.0280,0.2980,2701.0168,9.9791,  27: 5:51,
0.0997,2.9914,30.0067,0.2982,2701.1414,9.9795,  27: 5:55,
0.0995,2.9913,30.0540,0.2977,2701.2659,9.9799,  27: 6: 0,
0.0996,2.9911,30.0305,0.2979,2701.3904,9.9802,  27: 6: 4,
0.0995,2.9910,30.0507,0.2977,2701.5154,9.9806,  27: 6: 9,
0.0995,2.9908,30.0562,0.2976,2701.6406,9.9810,  27: 6:13,
0.0997,2.9906,29.9990,0.2981,2701.7651,9.9814,  27: 6:18,
0.0997,2.9904,29.9996,0.2981,2701.8901,9.9817,  27: 6:22,
0.0996,2.9903,30.0321,0.2977,2702.0144,9.9821,  27: 6:27,
0.0996,2.9902,30.0161,0.2979,2702.1389,9.9825,  27: 6:31,
0.0996,2.9900,30.0264,0.2977,2702.2637,9.9829,  27: 6:36,
0.0996,2.9898,30.0223,0.2977,2702.3882,9.9832,  27: 6:40,
0.0995,2.9896,30.0376,0.2976,2702.5129,9.9836,  27: 6:45,
0.0996,2.9895,30.0145,0.2978,2702.6375,9.9840,  27: 6:49,
0.0997,2.9894,29.9986,0.2979,2702.7625,9.9843,  27: 6:54,
0.0995,2.9892,30.0331,0.2975,2702.8870,9.9847,  27: 6:58,
0.0996,2.9890,29.9977,0.2978,2703.0122,9.9851,  27: 7: 3,
0.0996,2.9889,30.0061,0.2977,2703.1367,9.9855,  27: 7: 7,
0.0995,2.9888,30.0408,0.2974,2703.2612,9.9858,  27: 7:12,
0.0996,2.9886,30.0004,0.2977,2703.3865,9.9862,  27: 7:16,
0.0997,2.9884,29.9772,0.2979,2703.5112,9.9866,  27: 7:21,
0.0997,2.9883,29.9779,0.2979,2703.6362,9.9870,  27: 7:25,
0.0996,2.9881,30.0100,0.2975,2703.7612,9.9873,  27: 7:30,
0.0995,2.9880,30.0230,0.2974,2703.8860,9.9877,  27: 7:34,
0.0996,2.9878,30.0117,0.2974,2704.0105,9.9881,  27: 7:39,
0.0996,2.9876,30.0027,0.2975,2704.1350,9.9885,  27: 7:43,
0.0996,2.9875,30.0061,0.2974,2704.2595,9.9888,  27: 7:48,
0.0996,2.9873,30.0068,0.2974,2704.3840,9.9892,  27: 7:52,
0.0995,2.9872,30.0079,0.2974,2704.5093,9.9896,  27: 7:57,
0.0995,2.9870,30.0230,0.2972,2704.6338,9.9900,  27: 8: 1,
0.0996,2.9868,29.9853,0.2975,2704.7583,9.9903,  27: 8: 6,
0.0997,2.9867,29.9643,0.2977,2704.8833,9.9907,  27: 8:10,
0.0996,2.9865,29.9797,0.2975,2705.0078,9.9911,  27: 8:15,
0.0996,2.9864,29.9879,0.2974,2705.1328,9.9915,  27: 8:19,
0.0997,2.9862,29.9596,0.2976,2705.2578,9.9918,  27: 8:24,
0.0996,2.9860,29.9893,0.2973,2705.3828,9.9922,  27: 8:28,
0.0996,2.9859,29.9855,0.2973,2705.5073,9.9926,  27: 8:33,
0.0995,2.9857,29.9936,0.2972,2705.6326,9.9930,  27: 8:37,
0.0995,2.9856,29.9941,0.2972,2705.7571,9.9933,  27: 8:42,
0.0997,2.9854,29.9543,0.2975,2705.8816,9.9937,  27: 8:46,
0.0996,2.9853,29.9791,0.2973,2706.0068,9.9941,  27: 8:51,
0.0997,2.9851,29.9533,0.2975,2706.1313,9.9944,  27: 8:55,
0.0997,2.9849,29.9494,0.2975,2706.2561,9.9948,  27: 9: 0,
0.0995,2.9848,29.9890,0.2971,2706.3811,9.9952,  27: 9: 4,
0.0995,2.9847,29.9827,0.2971,2706.5061,9.9956,  27: 9: 9,
0.0995,2.9845,29.9857,0.2970,2706.6306,9.9959,  27: 9:14,
0.0995,2.9843,30.0084,0.2968,2706.7559,9.9963,  27: 9:18,
0.0995,2.9842,29.9997,0.2968,2706.8804,9.9967,  27: 9:23,
0.0996,2.9840,29.9618,0.2972,2707.0049,9.9971,  27: 9:27,
0.0995,2.9839,29.9964,0.2968,2707.1294,9.9974,  27: 9:32,
0.0995,2.9837,29.9800,0.2969,2707.2546,9.9978,  27: 9:36,
0.0996,2.9836,29.9572,0.2971,2707.3792,9.9982,  27: 9:41,
0.0996,2.9834,29.9527,0.2971,2707.5042,9.9985,  27: 9:45,
0.0996,2.9832,29.9655,0.2970,2707.6287,9.9989,  27: 9:50,
0.0995,2.9830,29.9761,0.2969,2707.7537,9.9993,  27: 9:54,
0.0995,2.9829,29.9793,0.2968,2707.8782,9.9997,  27: 9:59,
0.0996,2.9827,29.9487,0.2971,2708.0027,10.0000,  27:10: 3,
0.0996,2.9826,29.9448,0.2971,2708.1272,10.0004,  27:10: 8,
0.0996,2.9824,29.9334,0.2971,2708.2517,10.0008,  27:10:12,
0.0996,2.9823,29.9513,0.2969,2708.3762,10.0012,  27:10:17,
0.0995,2.9821,29.9593,0.2968,2708.5010,10.0015,  27:10:21,
0.0996,2.9819,29.9358,0.2970,2708.6255,10.0019,  27:10:26,
0.0996,2.9818,29.9438,0.2969,2708.7500,10.0023,  27:10:30,
0.0995,2.9816,29.9543,0.2968,2708.8748,10.0026,  27:10:35,
0.0996,2.9814,29.9382,0.2969,2708.9993,10.0030,  27:10:39,
0.0996,2.9813,29.9367,0.2969,2709.1238,10.0034,  27:10:44,
0.0996,2.9811,29.9302,0.2969,2709.2488,10.0038,  27:10:48,
0.0997,2.9810,29.9117,0.2971,2709.3738,10.0041,  27:10:53,
0.0996,2.9808,29.9221,0.2969,2709.4985,10.0045,  27:10:57,
0.0996,2.9806,29.9134,0.2970,2709.6230,10.0049,  27:11: 2,
0.0997,2.9805,29.9095,0.2970,2709.7480,10.0052,  27:11: 6,
0.0997,2.9803,29.9052,0.2970,2709.8726,10.0056,  27:11:11,
0.0996,2.9802,29.9207,0.2968,2709.9971,10.0060,  27:11:15,
0.0996,2.9800,29.9338,0.2967,2710.1216,10.0064,  27:11:20,
0.0995,2.9799,29.9344,0.2966,2710.2461,10.0067,  27:11:24,
0.0996,2.9797,29.9206,0.2967,2710.3713,10.0071,  27:11:29,
0.0996,2.9795,29.9141,0.2968,2710.4966,10.0075,  27:11:33,
0.0996,2.9793,29.9099,0.2968,2710.6213,10.0079,  27:11:38,
0.0997,2.9792,29.8942,0.2969,2710.7471,10.0082,  27:11:42,
0.0996,2.9790,29.9115,0.2967,2710.8721,10.0086,  27:11:47,
0.0997,2.9789,29.8859,0.2969,2710.9971,10.0090,  27:11:51,
0.0997,2.9787,29.8843,0.2969,2711.1216,10.0093,  27:11:56,
0.0996,2.9786,29.9020,0.2967,2711.2466,10.0097,  27:12: 0,
0.0997,2.9784,29.8812,0.2969,2711.3713,10.0101,  27:12: 5,
0.0996,2.9782,29.8983,0.2967,2711.4958,10.0105,  27:12: 9,
0.0996,2.9781,29.8875,0.2967,2711.6206,10.0108,  27:12:14,
0.0997,2.9779,29.8688,0.2969,2711.7451,10.0112,  27:12:18,
0.0996,2.9777,29.8963,0.2966,2711.8699,10.0116,  27:12:23,
0.0995,2.9776,29.9185,0.2963,2711.9946,10.0120,  27:12:27,
0.0997,2.9774,29.8760,0.2967,2712.1194,10.0123,  27:12:32,
0.0996,2.9772,29.8814,0.2966,2712.2439,10.0127,  27:12:36,
0.0995,2.9771,29.9279,0.2961,2712.3691,10.0131,  27:12:41,
0.0996,2.9769,29.8902,0.2965,2712.4939,10.0134,  27:12:45,
0.0996,2.9767,29.8813,0.2965,2712.6187,10.0138,  27:12:50,
0.0996,2.9766,29.8822,0.2965,2712.7434,10.0142,  27:12:54,
0.0996,2.9764,29.8853,0.2964,2712.8682,10.0146,  27:12:59,
0.0996,2.9763,29.8839,0.2964,2712.9927,10.0149,  27:13: 3,
0.0996,2.9761,29.8727,0.2965,2713.1184,10.0153,  27:13: 8,
0.0996,2.9759,29.8901,0.2963,2713.2437,10.0157,  27:13:13,
0.0996,2.9758,29.8861,0.2963,2713.3684,10.0161,  27:13:17,
0.0996,2.9756,29.8750,0.2964,2713.4932,10.0164,  27:13:22,
0.0996,2.9755,29.8805,0.2963,2713.6177,10.0168,  27:13:26,
0.0996,2.9753,29.8595,0.2965,2713.7429,10.0172,  27:13:31,
0.0996,2.9751,29.8652,0.2964,2713.8674,10.0175,  27:13:35,
0.0996,2.9749,29.8755,0.2962,2713.9919,10.0179,  27:13:40,
0.0996,2.9748,29.8546,0.2964,2714.1169,10.0183,  27:13:44,
0.0996,2.9746,29.8605,0.2963,2714.2415,10.0187,  27:13:49,
0.0996,2.9745,29.8634,0.2963,2714.3660,10.0190,  27:13:53,
0.0995,2.9743,29.8808,0.2961,2714.4905,10.0194,  27:13:58,
0.0995,2.9741,29.8888,0.2959,2714.6150,10.0198,  27:14: 2,
0.0995,2.9740,29.8850,0.2960,2714.7397,10.0201,  27:14: 7,
0.0997,2.9738,29.8350,0.2964,2714.8643,10.0205,  27:14:11,
0.0996,2.9737,29.8601,0.2961,2714.9895,10.0209,  27:14:16,
0.0996,2.9735,29.8609,0.2961,2715.1140,10.0213,  27:14:20,
0.0996,2.9733,29.8424,0.2962,2715.2385,10.0216,  27:14:25,
0.0995,2.9732,29.8671,0.2960,2715.3630,10.0220,  27:14:29,
0.0995,2.9730,29.8728,0.2959,2715.4883,10.0224,  27:14:34,
0.0995,2.9728,29.8779,0.2958,2715.6135,10.0228,  27:14:38,
0.0995,2.9727,29.8621,0.2959,2715.7380,10.0231,  27:14:43,
0.0996,2.9725,29.8530,0.2960,2715.8625,10.0235,  27:14:47,
0.0996,2.9723,29.8442,0.2960,2715.9871,10.0239,  27:14:52,
0.0996,2.9721,29.8424,0.2960,2716.1116,10.0242,  27:14:56,
